Station Id,Station,Pr�c�dent,Suivant,Temps entre 2 stations,Temps de Changement,Column1,_1,Longitude d�part,Latitude d�part ,_2,Longitude arriv�e,Latitude arriv�e,_3,Distance,temps en secondes,temps en minutes,moyenne en minute
253,Avenue Emile Zola,,254,,,,,2295018997,4884703801,,2285621013,4884660453,,6893802217,1182470363,1970783938,
254,Charles Michels,,255,,,,,2285621013,4884660453,,2278009497,4884618111,,5589603213,9587655598,15979426,
255,Javel - André Citroën,,256,,,,,2278009497,4884618111,,2269111389,4884714336,,6598497696,1131817787,1886362978,
256,Eglise d'Auteuil,,257,,,,,2269111389,4884714336,,2263989525,4884797535,,386033771,6621505506,1103584251,
257,Michel-Ange - Auteuil,,258,,,,,2263989525,4884797535,,2258280745,4884790412,,4178030568,7166433222,1194405537,
258,Porte d'Auteuil,,259,,,,,2258280745,4884790412,,2261511917,4884491123,,4082358745,7002330608,1167055101,
259,Michel-Ange - Molitor,,260,,,,,2261511917,4884491123,,2266905476,488450883,,3951763171,6778324479,1129720747,
260,Chardon Lagache,,261,,,,,2266905476,488450883,,2273064126,4884707751,,5020180889,8610944922,1435157487,
261,Mirabeau,,255,,,,,2273064126,4884707751,,2348160991,4885695346,,560327219,9611101526,1601850254,
262,Châtelet,,263,,,,,2348160991,4885695346,,235206767,488573524,,2892324614,4961105685,826850948,
263,Hôtel de Ville,,264,,,,,235206767,488573524,,2353273949,4886119016,,4357683742,7474586178,1245764363,
264,Rambuteau,,265,,,,,2353273949,4886119016,,2356508144,4886529961,,5145627728,8826119602,1471019934,
265,Arts et Métiers,,266,,,,,2356508144,4886529961,,2363302341,4886751236,,5545410976,9511854161,1585309027,
266,République,,267,,,,,2363302341,4886751236,,2370764435,4887000702,,6122421277,1050158023,1750263372,
267,Goncourt,,268,,,,,2370764435,4887000702,,2376735587,488722866,,5049542354,8661307641,1443551273,
268,Belleville,,269,,,,,2376735587,488722866,,2385202916,4887381879,,6422769271,110167569,183612615,
269,Pyrénées,,270,,,,,2385202916,4887381879,,2389325379,4887524735,,340779269,584527048,974211747,
270,Jourdain,,271,,,,,2389325379,4887524735,,239313937,4887672366,,323646021,5551389725,925231621,
271,Place des Fêtes,,272,,,,,239313937,4887672366,,239864809,4887551038,,4248514603,728733208,1214555347,
272,Télégraphe,,273,,,,,239864809,4887551038,,,,,,,,
273,Porte des Lilas,,0,,,,,2407061973,488765686,,2359248542,4889740242,,4193822803,7193521103,1198920184,
274,Porte de la Chapelle,,275,,,,,2359248542,4889740242,,2359808478,4889057958,,7597687177,1303205348,2172008913,
275,Marx Dormoy,,276,,,,,2359808478,4889057958,,2349681542,4889128044,,7444711002,1276965867,2128276444,
276,Marcadet - Poissonniers,,277,,,,,2349681542,4889128044,,2344320029,4889249227,,414487916,7109569742,118492829,
277,Jules Joffrin,,278,,,,,2344320029,4889249227,,2338583824,4888968181,,5230061947,8970946736,1495157789,
278,Lamarck - Caulaincourt,,279,,,,,2338583824,4888968181,,2338394635,4888439272,,5882826259,1009061108,1681768513,
279,Abbesses,,280,,,,,2338394635,4888439272,,2337211165,4888202093,,2775656448,4760988762,793498127,
280,Pigalle,,281,,,,,2337211165,4888202093,,233757064,4887841659,,4016454557,6889287404,1148214567,
281,Saint-Georges,,282,,,,,233757064,4887841659,,2337873619,4887603503,,2657426899,4558193651,759698942,
282,Notre-Dame-de-Lorette,,283,,,,,2337873619,4887603503,,2333049172,4887633651,,3544086043,6079049816,1013174969,
283,Trinité - d'Estienne d'Orves,,284,,,,,2333049172,4887633651,,2325488391,4887538132,,5630443706,9657707901,1609617983,
284,Saint-Lazare,,285,,,,,2325488391,4887538132,,2325810049,4887054468,,538324097,9233689485,1538948248,
285,Madeleine,,286,,,,,2325810049,4887054468,,2322961446,4886655799,,4898227401,8401762266,1400293711,
286,Concorde,,287,,,,,2322961446,4886655799,,2320575837,4886107194,,6344904067,1088319737,1813866228,
287,Assemblée Nationale,,288,,,,,2320575837,4886107194,,2323075964,4885853195,,3364828604,577157565,961929275,
288,Solférino,,289,,,,,2323075964,4885853195,,2325699898,4885588468,,3514260282,6027890706,1004648451,
289,Rue du Bac,,290,,,,,2325699898,4885588468,,2326859663,4885156531,,4877300084,8365866354,1394311059,
290,Sèvres - Babylone,,291,,,,,2326859663,4885156531,,2327787185,4884833283,,3657863932,6274209147,1045701524,
291,Rennes,,292,,,,,2327787185,4884833283,,2328695805,4884507774,,3680055568,6312273702,1052045617,
292,Notre-Dame des Champs,,293,,,,,2328695805,4884507774,,2323989185,4884382361,,3715816851,637361381,1062268968,
293,Montparnasse Bienvenue,,294,,,,,2323989185,4884382361,,2317551236,4884431768,,4743121773,8135714877,1355952479,
294,Falguière,,295,,,,,2317551236,4884431768,,231291468,4884252839,,3933320854,6746691001,11244485,
295,Pasteur,,296,,,,,231291468,4884252839,,2307983381,4884141173,,38164398,6546208919,109103482,
296,Volontaires,,297,,,,,2307983381,4884141173,,2301074516,4883943792,,5511982734,9454515838,157575264,
297,Vaugirard,,298,,,,,2301074516,4883943792,,2296391386,4883713505,,4278366098,7338535332,1223089222,
298,Convention,,299,,,,,2296391386,4883713505,,2287741709,4883251953,,8149829529,1397912441,2329854068,
299,Porte de Versailles,,0,,,,,2287741709,4883251953,,,,,,,,
300,Porte de Vanves,,301,,,,,2305332387,4882761346,,2313860489,4883175036,,775431788,1330071677,2216786129,
301,Plaisance,,302,,,,,2313860489,4883175036,,2318393707,4883407868,,420861667,7218896517,120314942,
302,Pernety,,303,,,,,2318393707,4883407868,,2322353997,4883852608,,5732130097,9832127097,1638687849,
303,Gaîté,,304,,,,,2322353997,4883852608,,2323989185,4884382361,,6010908462,1031030611,1718384352,
304,Montparnasse Bienvenue,,305,,,,,2323989185,4884382361,,2316521219,4884700989,,6512816992,1117121268,186186878,
305,Duroc,,306,,,,,2316521219,4884700989,,2314285946,4885129155,,5034095471,8634812129,1439135355,
306,Saint-François-Xavier,,307,,,,,2314285946,4885129155,,2315113931,4885662498,,5961363226,1022532286,1704220476,
307,Varenne,,308,,,,,2315113931,4885662498,,231463266,4886109201,,4979573431,8541292335,1423548723,
308,Invalides,,309,,,,,231463266,4886109201,,2314464501,4886765629,,7300182719,1252175424,2086959039,
309,Champs-Elysées - Clemenceau,,310,,,,,2314464501,4886765629,,2316010693,4887344791,,6538527023,1121531222,1869218703,
310,Miromesnil,,311,,,,,2316010693,4887344791,,2325488391,4887538132,,7257183735,1244799955,2074666591,
311,Saint-Lazare,,312,,,,,2325488391,4887538132,,2326852671,4887953494,,4725145115,8104880129,1350813355,
312,Liège,,313,,,,,2326852671,4887953494,,2327958328,4888366909,,4667521351,8006040053,1334340009,
313,Place de Clichy,,314,,,,,2327958328,4888366909,,2325714117,4888743366,,4496143528,7712081524,1285346921,
314,La Fourche,,315,,,,,2325714117,4888743366,,2327483259,4889300144,,6324758208,1084864187,1808106978,
315,Guy Môquet,,316,,,,,2327483259,4889300144,,2329048341,4889749784,,5129008505,8797613217,1466268869,
316,Porte de Saint-Ouen,,0,,,,,2329048341,4889749784,,,,,,,,
317,La Fourche,,318,,,,,2325714117,4888743366,,2319904817,4889065187,,5553871128,9526365571,1587727595,
318,Brochant,,319,,,,,2319904817,4889065187,,2313208351,4889443129,,6452008745,1106691037,1844485061,
319,Porte de Clichy,,0,,,,,2313208351,4889443129,,,,,,,,
320,Porte de Clichy,,0,,,,,2313208351,4889443129,,,,,,,,
321,Pont Cardinet,,0,,,,,2315368141,488881034,,,,,,,,
322,Saint-Lazare,,323,,,,,2325488391,4887538132,,2325810049,4887054468,,538324097,9233689485,1538948248,
323,Madeleine,,324,,,,,2325810049,4887054468,,2334623606,4886575553,,8361608943,1434238241,2390397068,
324,Pyramides,,325,,,,,2334623606,4886575553,,2348160991,4885695346,,1392352463,2388254654,3980424424,
325,Châtelet,,326,,,,,2348160991,4885695346,,2373156594,4884568321,,2217045068,3802821729,6338036214,
326,Gare de Lyon,,327,,,,,2373156594,4884568321,,237946307,4884017603,,7668040342,1315272786,219212131,
327,Bercy,,328,,,,,237946307,4884017603,,238661785,488333193,,9249418531,1586521189,2644201982,
328,Cour Saint-Emilion,,329,,,,,238661785,488333193,,2376487371,4882992576,,8320082955,142711543,2378525716,
329,Bibliothèque François Mitterrand,,330,,,,,2376487371,4882992576,,2366923122,4882712344,,7663276667,1314455689,2190759482,
330,Olympiades,,0,,,,,2366923122,4882712344,,,,,,,,
331,Olympiades,,0,,,,,2366923122,4882712344,,,,,,,,
332,Maison Blanche,,0,,,,,2358412946,4882214951,,,,,,,,
